estado,cidade,tarifa_energia,irradiação_mensal,tamanho_sistema_kWp,consumo_mensal_kWh,custo_total_R$,geracao_estimativa_kWh,economia_mensal_R$,tipo_telhado,classe_consumo,possui_incentivo,ano_instalacao,payback_meses
GO,Anápolis,0.86,5.1,4.3,942.9,18358.48,526.3,452.64,plano,rural,não,2019,40.6
RJ,Petrópolis,1.1,4.8,9.1,334.7,43318.14,1048.3,368.17,plano,residencial,não,2021,117.7
RJ,Niterói,1.1,4.8,4.8,533.2,23819.54,553.0,586.52,inclinado,rural,não,2019,40.6
SP,Campinas,0.85,4.5,7.9,304.4,39169.72,853.2,258.74,inclinado,rural,não,2023,151.4
BA,Juazeiro,0.88,5.2,6.4,266.5,29310.19,798.7,234.52,plano,rural,sim,2021,125.0
SC,Florianópolis,0.83,4.4,3.3,539.2,14459.89,348.5,289.24,plano,residencial,sim,2019,50.0
SP,Campinas,0.85,4.5,4.3,784.4,19122.07,464.4,394.74,plano,rural,sim,2022,48.4
RJ,Campos dos Goytacazes,1.1,4.8,7.8,356.1,38086.79,898.6,391.71,inclinado,rural,não,2021,97.2
RS,Santa Cruz do Sul,0.95,4.3,8.3,887.6,34979.69,856.6,813.73,plano,residencial,sim,2019,43.0
RS,Santa Maria,0.95,4.3,9.7,734.5,48488.56,1001.0,697.77,inclinado,residencial,não,2020,69.5
GO,Aparecida de Goiânia,0.86,5.1,3.6,809.0,17339.41,440.6,378.95,plano,rural,não,2021,45.8
CE,Sobral,0.89,5.5,9.1,995.7,38603.22,1201.2,886.17,plano,rural,sim,2022,43.6
SP,Campinas,0.85,4.5,7.3,878.7,32233.98,788.4,670.14,inclinado,rural,não,2020,48.1
BA,Vitória da Conquista,0.88,5.2,7.5,499.9,31679.19,936.0,439.91,plano,rural,não,2023,72.0
CE,Caucaia,0.89,5.5,3.2,654.4,13999.78,422.4,375.94,inclinado,residencial,sim,2019,37.2
BA,Ilhéus,0.88,5.2,3.4,706.1,16835.4,424.3,373.4,plano,rural,não,2022,45.1
CE,Juazeiro do Norte,0.89,5.5,3.5,551.2,15385.74,462.0,411.18,plano,residencial,sim,2019,37.4
GO,Rio Verde,0.86,5.1,3.9,338.8,18896.39,477.4,291.37,plano,residencial,sim,2019,64.9
MG,Contagem,0.9,5.0,3.3,620.9,14079.41,396.0,356.4,plano,rural,não,2020,39.5
SP,Sorocaba,0.85,4.5,3.8,640.0,17329.54,410.4,348.84,plano,rural,sim,2021,49.7
MG,Montes Claros,0.9,5.0,8.8,878.9,42144.18,1056.0,791.01,plano,rural,não,2021,53.3
SC,Chapecó,0.83,4.4,3.5,391.1,15750.27,369.6,306.77,plano,residencial,não,2019,51.3
RS,Porto Alegre,0.95,4.3,6.5,710.4,30023.9,670.8,637.26,plano,rural,não,2020,47.1
DF,Ceilândia,0.92,5.0,9.3,350.5,39439.87,1116.0,322.46,plano,rural,não,2019,122.3
RS,Santa Cruz do Sul,0.95,4.3,9.1,391.4,45006.34,939.1,371.83,inclinado,rural,sim,2022,121.0
RS,Caxias do Sul,0.95,4.3,3.3,513.5,14409.63,340.6,323.53,inclinado,rural,sim,2021,44.5
SP,São Paulo,0.85,4.5,7.6,404.0,34263.04,820.8,343.4,plano,rural,não,2020,99.8
GO,Aparecida de Goiânia,0.86,5.1,2.1,415.0,10114.29,257.0,221.05,plano,rural,não,2022,45.8
PE,Caruaru,0.87,5.3,4.8,452.7,21012.44,610.6,393.85,plano,residencial,não,2023,53.4
MG,Contagem,0.9,5.0,6.7,367.3,29682.29,804.0,330.57,inclinado,rural,sim,2022,89.8
DF,Samambaia,0.92,5.0,2.5,492.1,11714.79,300.0,276.0,inclinado,residencial,não,2022,42.4
CE,Caucaia,0.89,5.5,7.2,723.8,34918.92,950.4,644.18,plano,rural,sim,2023,54.2
RJ,Nova Friburgo,1.1,4.8,6.9,943.2,32133.38,794.9,874.37,plano,residencial,sim,2023,36.8
GO,Catalão,0.86,5.1,2.3,851.1,11300.99,281.5,242.11,plano,rural,não,2023,46.7
BA,Ilhéus,0.88,5.2,7.5,298.1,33390.87,936.0,262.33,inclinado,residencial,sim,2022,127.3
PE,Caruaru,0.87,5.3,8.3,834.9,38555.24,1055.8,726.36,plano,residencial,sim,2020,53.1
DF,Brasília,0.92,5.0,7.5,582.4,36229.47,900.0,535.81,plano,rural,não,2019,67.6
RJ,Nova Friburgo,1.1,4.8,4.7,275.7,22276.47,541.4,303.27,inclinado,residencial,não,2023,73.5
PE,Recife,0.87,5.3,6.1,871.4,30426.34,775.9,675.05,plano,residencial,não,2023,45.1
BA,Camaçari,0.88,5.2,8.5,430.2,38030.88,1060.8,378.58,inclinado,residencial,não,2019,100.5
SP,Ribeirão Preto,0.85,4.5,9.2,363.8,44679.11,993.6,309.23,plano,rural,sim,2023,144.5
SC,Joinville,0.83,4.4,9.6,834.6,47031.49,1013.8,692.72,inclinado,rural,sim,2019,67.9
DF,Ceilândia,0.92,5.0,4.7,601.0,20362.83,564.0,518.88,plano,rural,não,2020,39.2
GO,Anápolis,0.86,5.1,7.8,548.6,34600.96,954.7,471.8,inclinado,residencial,sim,2019,73.3
BA,Juazeiro,0.88,5.2,9.3,636.2,40716.27,1160.6,559.86,inclinado,rural,não,2021,72.7
PE,Caruaru,0.87,5.3,7.1,690.9,35104.79,903.1,601.08,inclinado,rural,não,2021,58.4
GO,Rio Verde,0.86,5.1,8.1,521.4,37949.92,991.4,448.4,inclinado,rural,sim,2020,84.6
DF,Ceilândia,0.92,5.0,9.1,310.7,40013.11,1092.0,285.84,plano,rural,sim,2021,140.0
BA,Ilhéus,0.88,5.2,6.9,624.1,34194.76,861.1,549.21,inclinado,residencial,sim,2020,62.3
DF,Taguatinga,0.92,5.0,8.0,414.5,37791.48,960.0,381.34,inclinado,rural,sim,2023,99.1
RJ,Niterói,1.1,4.8,8.6,490.8,42171.23,990.7,539.88,plano,residencial,não,2020,78.1
GO,Goiânia,0.86,5.1,6.3,677.9,27755.13,771.1,582.99,plano,rural,não,2021,47.6
GO,Goiânia,0.86,5.1,9.5,555.5,44544.06,1162.8,477.73,plano,rural,sim,2022,93.2
RS,Santa Cruz do Sul,0.95,4.3,2.4,533.6,10694.42,247.7,235.3,plano,rural,sim,2022,45.5
RS,Novo Hamburgo,0.95,4.3,3.9,820.4,17760.76,402.5,382.36,plano,rural,não,2023,46.5
RS,Santa Maria,0.95,4.3,5.4,390.4,24822.12,557.3,370.88,plano,residencial,sim,2020,66.9
CE,Fortaleza,0.89,5.5,6.8,549.5,30001.87,897.6,489.06,plano,residencial,não,2019,61.3
SC,Criciúma,0.83,4.4,8.0,948.4,34683.32,844.8,701.18,plano,residencial,não,2023,49.5
CE,Sobral,0.89,5.5,4.3,939.1,18900.89,567.6,505.16,inclinado,rural,não,2022,37.4
DF,Samambaia,0.92,5.0,5.0,288.6,21016.89,600.0,265.51,plano,rural,não,2022,79.2
SP,São José dos Campos,0.85,4.5,4.3,450.8,20746.99,464.4,383.18,plano,rural,não,2021,54.1
CE,Caucaia,0.89,5.5,3.5,690.2,15983.7,462.0,411.18,plano,rural,não,2022,38.9
DF,Planaltina,0.92,5.0,6.9,466.8,33330.57,828.0,429.46,plano,rural,não,2022,77.6
RJ,Nova Friburgo,1.1,4.8,7.7,675.3,34802.68,887.0,742.83,plano,rural,sim,2019,46.9
RS,Pelotas,0.95,4.3,9.8,731.0,43936.94,1011.4,694.45,plano,rural,sim,2023,63.3
MG,Belo Horizonte,0.9,5.0,6.6,366.2,30505.51,792.0,329.58,plano,rural,não,2022,92.6
PE,Olinda,0.87,5.3,5.9,862.5,25582.76,750.5,652.92,plano,residencial,sim,2023,39.2
CE,Juazeiro do Norte,0.89,5.5,9.0,269.3,40546.52,1188.0,239.68,plano,rural,sim,2020,169.2
RS,Santa Cruz do Sul,0.95,4.3,3.6,663.5,17031.44,371.5,352.94,plano,residencial,não,2022,48.3
CE,Caucaia,0.89,5.5,4.1,327.0,18162.75,541.2,291.03,plano,rural,não,2023,62.4
SC,Criciúma,0.83,4.4,2.5,302.5,10724.56,264.0,219.12,inclinado,residencial,sim,2021,48.9
CE,Sobral,0.89,5.5,3.0,718.8,13550.15,396.0,352.44,plano,rural,sim,2019,38.4
GO,Anápolis,0.86,5.1,8.2,927.0,39733.99,1003.7,797.22,inclinado,residencial,sim,2019,49.8
CE,Fortaleza,0.89,5.5,2.7,762.2,11384.81,356.4,317.2,inclinado,rural,não,2019,35.9
MG,Juiz de Fora,0.9,5.0,6.3,504.2,27528.46,756.0,453.78,inclinado,rural,sim,2023,60.7
SC,Criciúma,0.83,4.4,3.3,531.4,14516.23,348.5,289.24,inclinado,residencial,não,2022,50.2
SP,Sorocaba,0.85,4.5,9.0,564.8,39534.8,972.0,480.08,inclinado,rural,sim,2019,82.4
DF,Brasília,0.92,5.0,9.9,493.7,45029.02,1188.0,454.2,inclinado,rural,sim,2023,99.1
SP,Campinas,0.85,4.5,9.7,892.4,47527.66,1047.6,758.54,inclinado,residencial,não,2023,62.7
PE,Caruaru,0.87,5.3,3.3,325.3,15900.89,419.8,283.01,inclinado,rural,não,2022,56.2
DF,Brasília,0.92,5.0,7.6,711.3,34004.85,912.0,654.4,plano,residencial,não,2020,52.0
MG,Montes Claros,0.9,5.0,7.0,915.5,30566.19,840.0,756.0,inclinado,rural,sim,2023,40.4
SP,Ribeirão Preto,0.85,4.5,9.8,316.6,48759.77,1058.4,269.11,plano,residencial,sim,2020,181.2
SP,São Paulo,0.85,4.5,4.9,621.6,21004.98,529.2,449.82,plano,residencial,não,2023,46.7
MG,Juiz de Fora,0.9,5.0,5.7,547.8,24146.83,684.0,493.02,inclinado,rural,sim,2019,49.0
DF,Planaltina,0.92,5.0,3.7,901.6,17945.22,444.0,408.48,plano,residencial,não,2019,43.9
BA,Salvador,0.88,5.2,4.8,650.4,23071.92,599.0,527.16,inclinado,residencial,não,2020,43.8
RS,Pelotas,0.95,4.3,3.0,627.5,13301.54,309.6,294.12,plano,residencial,sim,2023,45.2
RJ,Rio de Janeiro,1.1,4.8,6.1,816.0,29689.09,702.7,772.99,inclinado,rural,sim,2020,38.4
SC,Blumenau,0.83,4.4,4.3,866.2,19174.35,454.1,376.89,plano,rural,não,2021,50.9
GO,Aparecida de Goiânia,0.86,5.1,9.2,321.2,43336.21,1126.1,276.23,inclinado,rural,não,2021,156.9
DF,Planaltina,0.92,5.0,9.2,838.6,41124.57,1104.0,771.51,plano,rural,sim,2022,53.3
GO,Goiânia,0.86,5.1,8.7,953.2,40458.47,1064.9,819.75,plano,rural,não,2022,49.4
RS,Novo Hamburgo,0.95,4.3,2.4,565.7,11748.89,247.7,235.3,plano,rural,não,2021,49.9
MG,Juiz de Fora,0.9,5.0,3.8,624.8,18319.52,456.0,410.4,inclinado,residencial,sim,2021,44.6
SP,Ribeirão Preto,0.85,4.5,9.0,836.8,44394.47,972.0,711.28,inclinado,residencial,sim,2019,62.4
SC,Blumenau,0.83,4.4,3.0,497.3,12910.26,316.8,262.94,inclinado,rural,não,2021,49.1
SC,Florianópolis,0.83,4.4,6.6,586.9,28294.17,697.0,487.13,plano,residencial,sim,2021,58.1
RS,Santa Cruz do Sul,0.95,4.3,2.3,695.5,10991.04,237.4,225.49,inclinado,rural,sim,2022,48.7
DF,Ceilândia,0.92,5.0,5.3,430.9,23733.77,636.0,396.43,plano,rural,sim,2019,59.9
BA,Camaçari,0.88,5.2,4.8,778.9,22556.01,599.0,527.16,inclinado,rural,sim,2019,42.8
BA,Feira de Santana,0.88,5.2,4.6,964.8,19951.23,574.1,505.19,plano,residencial,não,2020,39.5
MG,Belo Horizonte,0.9,5.0,9.1,619.8,40190.42,1092.0,557.82,plano,residencial,sim,2019,72.0
BA,Camaçari,0.88,5.2,3.5,338.1,16403.08,436.8,297.53,inclinado,residencial,não,2021,55.1
MG,Betim,0.9,5.0,2.9,426.1,12604.79,348.0,313.2,plano,rural,sim,2022,40.2
BA,Camaçari,0.88,5.2,8.9,436.7,42774.07,1110.7,384.3,plano,residencial,não,2022,111.3
GO,Goiânia,0.86,5.1,4.4,288.5,21445.54,538.6,248.11,plano,rural,não,2022,86.4
SC,Chapecó,0.83,4.4,9.5,867.7,42079.23,1003.2,720.19,plano,rural,não,2023,58.4
BA,Camaçari,0.88,5.2,5.8,453.1,28734.19,723.8,398.73,inclinado,rural,sim,2023,72.1
GO,Goiânia,0.86,5.1,9.8,387.4,45292.12,1199.5,333.16,inclinado,residencial,não,2023,135.9
DF,Brasília,0.92,5.0,9.5,429.8,45934.07,1140.0,395.42,inclinado,residencial,sim,2019,116.2
RJ,Volta Redonda,1.1,4.8,6.7,417.0,31829.62,771.8,458.7,plano,rural,sim,2019,69.4
MG,Juiz de Fora,0.9,5.0,2.3,905.4,9809.45,276.0,248.4,inclinado,residencial,não,2022,39.5
PE,Olinda,0.87,5.3,8.1,602.0,37320.43,1030.3,523.74,inclinado,rural,sim,2023,71.3
RS,Santa Cruz do Sul,0.95,4.3,5.6,432.3,24021.72,577.9,410.69,inclinado,rural,não,2023,58.5
SP,São José dos Campos,0.85,4.5,4.6,431.3,22353.17,496.8,366.61,inclinado,rural,sim,2019,61.0
BA,Camaçari,0.88,5.2,5.1,446.8,21978.94,636.5,393.18,inclinado,rural,sim,2022,55.9
RJ,Rio de Janeiro,1.1,4.8,5.1,513.0,23404.1,587.5,564.3,inclinado,residencial,sim,2019,41.5
SC,Criciúma,0.83,4.4,6.5,742.1,29971.05,686.4,569.71,inclinado,rural,não,2023,52.6
RJ,Volta Redonda,1.1,4.8,6.3,469.8,29971.78,725.8,516.78,plano,residencial,sim,2021,58.0
SC,Chapecó,0.83,4.4,2.2,697.0,9471.14,232.3,192.83,inclinado,residencial,sim,2020,49.1
RS,Pelotas,0.95,4.3,7.4,359.7,32666.69,763.7,341.71,plano,residencial,não,2019,95.6
MG,Montes Claros,0.9,5.0,6.8,658.0,32035.55,816.0,592.2,inclinado,rural,não,2020,54.1
PE,Olinda,0.87,5.3,7.0,569.6,34900.9,890.4,495.55,inclinado,residencial,não,2023,70.4
RS,Pelotas,0.95,4.3,9.2,440.8,42896.67,949.4,418.76,plano,residencial,não,2020,102.4
RS,Porto Alegre,0.95,4.3,7.7,911.1,37462.71,794.6,754.91,inclinado,residencial,sim,2023,49.6
RS,Santa Maria,0.95,4.3,7.9,951.5,33245.57,815.3,774.52,plano,rural,sim,2023,42.9
MG,Belo Horizonte,0.9,5.0,5.8,730.7,26071.27,696.0,626.4,plano,residencial,sim,2020,41.6
RS,Novo Hamburgo,0.95,4.3,9.5,811.8,41513.29,980.4,771.21,plano,rural,sim,2019,53.8
PE,Jaboatão dos Guararapes,0.87,5.3,8.2,938.8,35498.9,1043.0,816.76,plano,residencial,não,2022,43.5
SC,Chapecó,0.83,4.4,7.3,561.7,34726.83,770.9,466.21,plano,residencial,sim,2019,74.5
RJ,Campos dos Goytacazes,1.1,4.8,4.3,738.2,20236.1,495.4,544.9,plano,residencial,não,2022,37.1
CE,Juazeiro do Norte,0.89,5.5,9.2,577.4,39489.18,1214.4,513.89,inclinado,residencial,não,2021,76.8
MG,Montes Claros,0.9,5.0,2.4,485.1,11174.27,288.0,259.2,plano,rural,sim,2022,43.1
DF,Taguatinga,0.92,5.0,4.3,428.1,18827.18,516.0,393.85,plano,rural,não,2021,47.8
SP,Campinas,0.85,4.5,5.1,317.6,23004.89,550.8,269.96,plano,rural,sim,2021,85.2
GO,Goiânia,0.86,5.1,8.5,300.1,39724.1,1040.4,258.09,inclinado,residencial,sim,2019,153.9
RS,Porto Alegre,0.95,4.3,8.8,771.3,39829.21,908.2,732.73,plano,residencial,não,2021,54.4
RS,Santa Maria,0.95,4.3,5.0,648.2,24504.09,516.0,490.2,plano,residencial,sim,2022,50.0
RJ,Rio de Janeiro,1.1,4.8,9.8,338.2,41351.42,1129.0,372.02,plano,residencial,sim,2020,111.2
SC,Chapecó,0.83,4.4,6.5,261.6,31997.61,686.4,217.13,plano,rural,sim,2021,147.4
CE,Sobral,0.89,5.5,6.0,973.1,29271.15,792.0,704.88,inclinado,residencial,não,2021,41.5
SP,Sorocaba,0.85,4.5,10.0,356.9,48532.68,1080.0,303.36,inclinado,rural,sim,2023,160.0
SC,Florianópolis,0.83,4.4,3.3,711.1,16070.79,348.5,289.24,inclinado,residencial,sim,2023,55.6
BA,Vitória da Conquista,0.88,5.2,9.1,448.7,42505.73,1135.7,394.86,plano,residencial,sim,2023,107.6
GO,Anápolis,0.86,5.1,4.9,431.3,24172.83,599.8,370.92,inclinado,residencial,sim,2020,65.2
PE,Petrolina,0.87,5.3,4.0,954.3,19668.75,508.8,442.66,plano,residencial,não,2021,44.4
RJ,Niterói,1.1,4.8,7.6,714.9,36945.69,875.5,786.39,inclinado,residencial,sim,2019,47.0
PE,Jaboatão dos Guararapes,0.87,5.3,4.2,874.5,18792.9,534.2,464.79,plano,residencial,não,2019,40.4
PE,Olinda,0.87,5.3,3.4,407.3,14354.89,432.5,354.35,plano,rural,sim,2019,40.5
RJ,Petrópolis,1.1,4.8,4.4,909.2,20598.22,506.9,557.57,inclinado,residencial,sim,2023,36.9
SC,Joinville,0.83,4.4,6.4,391.2,29451.07,675.8,324.7,inclinado,rural,sim,2022,90.7
PE,Jaboatão dos Guararapes,0.87,5.3,6.6,816.3,32238.3,839.5,710.18,inclinado,residencial,sim,2021,45.4
RS,Caxias do Sul,0.95,4.3,5.2,445.5,23587.09,536.6,423.22,plano,residencial,não,2022,55.7
SC,Blumenau,0.83,4.4,9.8,309.3,46990.05,1034.9,256.72,plano,residencial,sim,2021,183.0
RJ,Niterói,1.1,4.8,8.8,454.1,41971.91,1013.8,499.51,plano,residencial,não,2022,84.0
MG,Betim,0.9,5.0,5.9,659.5,26642.42,708.0,593.55,inclinado,rural,não,2022,44.9
CE,Fortaleza,0.89,5.5,5.4,892.9,26394.52,712.8,634.39,plano,residencial,não,2021,41.6
SP,São Paulo,0.85,4.5,6.0,894.4,25297.2,648.0,550.8,inclinado,rural,não,2023,45.9
SC,Blumenau,0.83,4.4,3.6,389.2,17090.97,380.2,315.53,plano,residencial,sim,2020,54.2
RJ,Petrópolis,1.1,4.8,3.8,824.0,17886.94,437.8,481.54,plano,rural,sim,2022,37.1
PE,Olinda,0.87,5.3,5.9,554.9,26862.6,750.5,482.76,plano,rural,sim,2019,55.6
GO,Aparecida de Goiânia,0.86,5.1,7.0,952.0,34111.65,856.8,736.85,plano,rural,sim,2022,46.3
GO,Rio Verde,0.86,5.1,9.2,502.9,42143.55,1126.1,432.49,inclinado,rural,não,2019,97.4
RJ,Niterói,1.1,4.8,4.5,261.7,19680.51,518.4,287.87,inclinado,rural,não,2019,68.4
RJ,Volta Redonda,1.1,4.8,8.1,837.2,35363.55,933.1,920.92,plano,residencial,não,2021,38.4
RS,Porto Alegre,0.95,4.3,3.2,367.9,15333.06,330.2,313.73,plano,residencial,sim,2020,48.9
RS,Novo Hamburgo,0.95,4.3,9.6,799.4,45138.41,990.7,759.43,plano,residencial,não,2019,59.4
RS,Santa Maria,0.95,4.3,2.3,264.4,10839.32,237.4,225.49,inclinado,residencial,sim,2019,48.1
RS,Porto Alegre,0.95,4.3,7.4,580.2,35242.28,763.7,551.19,inclinado,rural,não,2022,63.9
RS,Porto Alegre,0.95,4.3,6.3,813.2,28186.13,650.2,617.65,plano,residencial,não,2023,45.6
SC,Joinville,0.83,4.4,10.0,440.7,45975.86,1056.0,365.78,inclinado,rural,não,2023,125.7
SP,Campinas,0.85,4.5,7.7,753.2,36150.06,831.6,640.22,inclinado,residencial,sim,2020,56.5
SC,Chapecó,0.83,4.4,9.1,536.2,42588.13,961.0,445.05,plano,rural,sim,2021,95.7
PE,Recife,0.87,5.3,3.4,310.6,16047.82,432.5,270.22,inclinado,rural,não,2021,59.4
MG,Juiz de Fora,0.9,5.0,7.1,840.5,33314.9,852.0,756.45,plano,rural,sim,2022,44.0
PE,Olinda,0.87,5.3,7.4,316.1,32869.43,941.3,275.01,plano,rural,sim,2023,119.5
SC,Chapecó,0.83,4.4,8.5,802.1,39905.66,897.6,665.74,plano,residencial,não,2021,59.9
SP,Santos,0.85,4.5,2.8,459.1,12657.54,302.4,257.04,inclinado,residencial,não,2021,49.2
GO,Catalão,0.86,5.1,3.6,449.8,16216.18,440.6,378.95,inclinado,rural,não,2021,42.8
MG,Montes Claros,0.9,5.0,9.0,260.4,37934.12,1080.0,234.36,inclinado,residencial,sim,2022,161.9
RS,Novo Hamburgo,0.95,4.3,3.8,412.6,18896.27,392.2,372.55,plano,rural,não,2022,50.7
MG,Montes Claros,0.9,5.0,9.8,254.6,44812.31,1176.0,229.14,plano,rural,não,2019,195.6
SC,Blumenau,0.83,4.4,8.4,279.7,40530.72,887.0,232.15,plano,rural,não,2021,174.6
PE,Jaboatão dos Guararapes,0.87,5.3,9.2,730.0,40971.73,1170.2,635.1,plano,rural,sim,2020,64.5
RS,Porto Alegre,0.95,4.3,6.3,671.6,28226.85,650.2,617.65,inclinado,rural,não,2022,45.7
PE,Olinda,0.87,5.3,3.2,614.9,15917.08,407.0,354.12,plano,rural,não,2019,44.9
MG,Uberlândia,0.9,5.0,5.2,962.8,23457.33,624.0,561.6,inclinado,rural,sim,2022,41.8
MG,Montes Claros,0.9,5.0,3.0,619.6,13628.71,360.0,324.0,plano,residencial,não,2019,42.1
RS,Novo Hamburgo,0.95,4.3,2.0,290.4,9296.35,206.4,196.08,inclinado,rural,não,2021,47.4
BA,Juazeiro,0.88,5.2,5.6,766.6,25883.63,698.9,615.01,inclinado,residencial,sim,2022,42.1
DF,Taguatinga,0.92,5.0,8.1,530.9,35624.71,972.0,488.43,plano,rural,sim,2022,72.9
SP,São Paulo,0.85,4.5,6.8,826.2,31353.17,734.4,624.24,inclinado,rural,não,2022,50.2
PE,Recife,0.87,5.3,4.6,313.9,22360.42,585.1,273.09,plano,residencial,não,2021,81.9
SP,Santos,0.85,4.5,2.6,690.4,12942.36,280.8,238.68,plano,rural,sim,2022,54.2
GO,Catalão,0.86,5.1,5.0,308.3,24142.68,612.0,265.14,inclinado,rural,não,2023,91.1
RJ,Nova Friburgo,1.1,4.8,7.7,450.1,34662.3,887.0,495.11,plano,rural,não,2021,70.0
PE,Petrolina,0.87,5.3,8.4,494.8,36432.07,1068.5,430.48,plano,rural,não,2019,84.6
DF,Samambaia,0.92,5.0,4.2,721.8,17757.93,504.0,463.68,inclinado,residencial,sim,2019,38.3
MG,Uberlândia,0.9,5.0,9.4,692.5,46222.0,1128.0,623.25,inclinado,residencial,sim,2022,74.2
RJ,Petrópolis,1.1,4.8,4.3,859.6,18858.35,495.4,544.9,inclinado,residencial,sim,2023,34.6
PE,Jaboatão dos Guararapes,0.87,5.3,6.8,583.4,28837.17,865.0,507.56,plano,residencial,não,2023,56.8
MG,Juiz de Fora,0.9,5.0,7.5,940.5,32373.77,900.0,810.0,inclinado,residencial,não,2020,40.0
MG,Montes Claros,0.9,5.0,3.6,255.5,17784.1,432.0,229.95,inclinado,residencial,não,2022,77.3
DF,Ceilândia,0.92,5.0,4.2,555.3,19946.55,504.0,463.68,inclinado,rural,sim,2023,43.0
CE,Juazeiro do Norte,0.89,5.5,2.1,556.0,9500.54,277.2,246.71,plano,rural,não,2020,38.5
DF,Planaltina,0.92,5.0,4.7,320.9,20010.87,564.0,295.23,inclinado,rural,não,2019,67.8
DF,Brasília,0.92,5.0,6.2,419.0,27385.18,744.0,385.48,inclinado,residencial,não,2020,71.0
SP,Campinas,0.85,4.5,8.9,433.5,42769.21,961.2,368.47,inclinado,residencial,não,2022,116.1
BA,Juazeiro,0.88,5.2,8.8,379.3,37045.98,1098.2,333.78,plano,residencial,não,2019,111.0
PE,Caruaru,0.87,5.3,2.5,764.6,10763.02,318.0,276.66,inclinado,residencial,sim,2019,38.9
GO,Rio Verde,0.86,5.1,5.9,811.4,24826.68,722.2,621.06,plano,residencial,sim,2019,40.0
BA,Salvador,0.88,5.2,2.2,330.2,9856.61,274.6,241.61,plano,rural,não,2020,40.8
SP,São José dos Campos,0.85,4.5,8.4,338.0,39783.12,907.2,287.3,inclinado,rural,não,2022,138.5
SC,Criciúma,0.83,4.4,3.8,607.7,17617.97,401.3,333.06,plano,residencial,sim,2020,52.9
DF,Samambaia,0.92,5.0,7.4,585.6,35388.0,888.0,538.75,plano,rural,sim,2020,65.7
CE,Caucaia,0.89,5.5,9.4,950.2,43680.71,1240.8,845.68,inclinado,rural,sim,2023,51.7
PE,Jaboatão dos Guararapes,0.87,5.3,5.3,327.1,25792.08,674.2,284.58,inclinado,rural,não,2023,90.6
GO,Aparecida de Goiânia,0.86,5.1,6.6,331.6,30357.49,807.8,285.18,plano,residencial,não,2023,106.5
BA,Camaçari,0.88,5.2,7.6,615.0,36394.42,948.5,541.2,inclinado,residencial,sim,2019,67.2
RJ,Campos dos Goytacazes,1.1,4.8,6.6,554.1,28857.41,760.3,609.51,plano,rural,sim,2019,47.3
PE,Jaboatão dos Guararapes,0.87,5.3,9.7,759.9,43669.65,1233.8,661.11,inclinado,residencial,sim,2020,66.1
GO,Catalão,0.86,5.1,8.1,289.8,37233.09,991.4,249.23,inclinado,residencial,não,2023,149.4
MG,Contagem,0.9,5.0,5.9,431.1,28697.35,708.0,387.99,plano,residencial,sim,2023,74.0
SC,Florianópolis,0.83,4.4,9.0,871.8,42991.85,950.4,723.59,plano,rural,sim,2020,59.4
DF,Samambaia,0.92,5.0,4.0,532.8,18529.23,480.0,441.6,inclinado,residencial,sim,2020,42.0
MG,Juiz de Fora,0.9,5.0,9.4,597.5,39573.47,1128.0,537.75,inclinado,rural,não,2022,73.6
GO,Catalão,0.86,5.1,6.8,870.4,30238.85,832.3,715.8,inclinado,rural,sim,2023,42.2
DF,Ceilândia,0.92,5.0,4.9,847.4,23239.85,588.0,540.96,inclinado,rural,sim,2019,43.0
RJ,Nova Friburgo,1.1,4.8,3.0,507.6,13876.99,345.6,380.16,plano,rural,sim,2023,36.5
BA,Vitória da Conquista,0.88,5.2,7.3,468.8,35238.88,911.0,412.54,plano,rural,não,2020,85.4
RJ,Nova Friburgo,1.1,4.8,9.3,694.7,39552.59,1071.4,764.17,plano,residencial,não,2023,51.8
GO,Rio Verde,0.86,5.1,7.2,882.8,34848.56,881.3,757.9,plano,residencial,não,2019,46.0
RJ,Campos dos Goytacazes,1.1,4.8,6.4,414.9,29692.2,737.3,456.39,plano,rural,não,2021,65.1
MG,Betim,0.9,5.0,9.4,339.5,44209.56,1128.0,305.55,inclinado,rural,sim,2020,144.7
BA,Juazeiro,0.88,5.2,7.7,988.6,36539.16,961.0,845.64,inclinado,rural,sim,2022,43.2
RS,Porto Alegre,0.95,4.3,8.5,473.8,41123.7,877.2,450.11,inclinado,residencial,não,2022,91.4
RJ,Petrópolis,1.1,4.8,4.7,761.6,20432.56,541.4,595.58,plano,rural,não,2023,34.3
SC,Blumenau,0.83,4.4,5.6,454.0,25478.5,591.4,376.82,inclinado,residencial,não,2022,67.6
BA,Camaçari,0.88,5.2,5.2,681.6,22260.7,649.0,571.08,inclinado,rural,sim,2019,39.0
SP,São José dos Campos,0.85,4.5,8.5,328.7,40555.63,918.0,279.39,plano,rural,sim,2022,145.2
PE,Petrolina,0.87,5.3,7.3,989.3,36093.49,928.6,807.85,plano,rural,sim,2019,44.7
MG,Belo Horizonte,0.9,5.0,6.5,531.4,28173.02,780.0,478.26,inclinado,residencial,não,2023,58.9
GO,Anápolis,0.86,5.1,5.6,586.1,25938.83,685.4,504.05,inclinado,rural,sim,2023,51.5
PE,Jaboatão dos Guararapes,0.87,5.3,6.4,966.6,27002.6,814.1,708.25,plano,residencial,não,2021,38.1
MG,Montes Claros,0.9,5.0,2.6,456.3,11643.17,312.0,280.8,plano,residencial,não,2021,41.5
